c1;c2;c3;c4;c5;score_cv;score_test
4;10;0,6;0,6;0,9;0,81359575;0,80941704
4;10;0,6;0,8;0,5;0,817938375;0,80941704
4;10;0,6;0,9;0,7;0,800081125;0,80941704
4;10;0,8;0,6;0,9;0,795576125;0,80941704
4;10;0,8;0,9;0,5;0,802272625;0,80941704
4;10;0,9;0,8;0,8;0,802191625;0,80941704
4;11;0,2;0,9;0,7;0,820373375;0,80941704
4;11;0,3;0,4;0,7;0,8157875;0,80941704
4;11;0,3;0,4;0,8;0,820292375;0,80941704
4;11;0,3;0,9;0,6;0,80462675;0,80941704
4;11;0,3;0,9;0,9;0,81355525;0,80941704
4;11;0,4;0,8;0,8;0,8134335;0,80941704
4;11;0,5;0,4;0,8;0,795535625;0,80941704
4;11;0,5;0,8;0,6;0,815625;0,80941704
4;11;0,5;0,8;0,7;0,806615125;0,80941704
4;11;0,5;0,9;0,7;0,8180195;0,80941704
4;11;0,6;0,5;0,7;0,78664775;0,80941704
4;11;0,6;0,6;0,5;0,80900975;0,80941704
4;11;0,6;0,6;0,9;0,815827875;0,80941704
4;11;0,6;0,8;0,5;0,81570625;0,80941704
4;11;0,6;0,9;0,7;0,800081125;0,80941704
4;11;0,8;0,9;0,5;0,806777625;0,80941704
4;11;0,9;0,8;0,8;0,806737125;0,80941704
4;12;0,2;0,9;0,7;0,820373375;0,80941704
4;12;0,3;0,4;0,7;0,8157875;0,80941704
4;12;0,3;0,4;0,8;0,820292375;0,80941704
4;12;0,3;0,9;0,6;0,80462675;0,80941704
4;12;0,3;0,9;0,9;0,81355525;0,80941704
4;12;0,4;0,8;0,8;0,8134335;0,80941704
4;12;0,5;0,4;0,8;0,795535625;0,80941704
4;12;0,5;0,8;0,6;0,815625;0,80941704
4;12;0,5;0,8;0,7;0,806615125;0,80941704
4;12;0,6;0,5;0,7;0,7889205;0,80941704
4;12;0,6;0,6;0,5;0,80900975;0,80941704
4;12;0,6;0,6;0,9;0,815827875;0,80941704
4;12;0,6;0,8;0,5;0,81570625;0,80941704
4;12;0,6;0,9;0,7;0,800081125;0,80941704
4;12;0,8;0,9;0,5;0,80231325;0,80941704
4;12;0,9;0,8;0,8;0,806737125;0,80941704
4;13;0,2;0,9;0,7;0,820373375;0,80941704
4;13;0,3;0,4;0,7;0,8157875;0,80941704
4;13;0,3;0,4;0,8;0,820292375;0,80941704
4;13;0,3;0,9;0,6;0,80462675;0,80941704
4;13;0,3;0,9;0,9;0,81355525;0,80941704
4;13;0,4;0,8;0,8;0,8134335;0,80941704
4;13;0,5;0,4;0,8;0,795535625;0,80941704
4;13;0,5;0,8;0,6;0,815625;0,80941704
4;13;0,5;0,8;0,7;0,806615125;0,80941704
4;13;0,6;0,5;0,7;0,7889205;0,80941704
4;13;0,6;0,6;0,5;0,80900975;0,80941704
4;13;0,6;0,6;0,9;0,815827875;0,80941704
4;13;0,6;0,8;0,5;0,81570625;0,80941704
4;13;0,6;0,9;0,7;0,800081125;0,80941704
4;13;0,8;0,8;0,9;0,813392875;0,80941704
4;13;0,8;0,9;0,5;0,804545375;0,80941704
4;13;0,9;0,8;0,8;0,806737125;0,80941704
4;4;0,2;0,6;0,4;0,8045455;0,807174888
4;4;0,2;0,6;0,5;0,80681825;0,807174888
4;4;0,2;0,6;0,6;0,80677775;0,807174888
4;4;0,2;0,6;0,7;0,806818375;0,807174888
4;4;0,2;0,6;0,8;0,8023135;0,807174888
4;4;0,2;0,6;0,9;0,8023135;0,807174888
4;4;0,4;0,4;0,6;0,813514625;0,807174888
4;4;0,5;0,4;0,4;0,81566575;0,807174888
4;4;0,5;0,4;0,5;0,795576375;0,807174888
4;4;0,5;0,4;0,6;0,804586125;0,807174888
4;4;0,5;0,7;0,4;0,820251625;0,807174888
4;4;0,5;0,7;0,5;0,811241875;0,807174888
4;4;0,5;0,7;0,6;0,80900975;0,807174888
4;4;0,6;0,4;0,5;0,793303625;0,807174888
4;4;0,6;0,6;0,7;0,811282625;0,807174888
4;4;0,6;0,9;0,7;0,813433625;0,807174888
4;4;0,7;0,8;0,6;0,824716;0,807174888
4;4;0,7;0,8;0,7;0,815787375;0,807174888
4;4;0,7;0,9;0,6;0,82240275;0,807174888
4;4;0,7;0,9;0,8;0,82702925;0,807174888
4;4;0,7;0,9;0,9;0,82702925;0,807174888
4;4;0,8;0,5;0,4;0,795657375;0,807174888
4;4;0,8;0,5;0,8;0,8091315;0,807174888
4;4;0,8;0,8;0,6;0,808887875;0,807174888
4;4;0,9;0,5;0,5;0,77532475;0,807174888
4;4;0,9;0,9;0,4;0,824797375;0,807174888
4;5;0,3;0,4;0,7;0,8045455;0,807174888
4;5;0,3;0,4;0,8;0,806777625;0,807174888
4;5;0,3;0,8;0,9;0,802191625;0,807174888
4;5;0,4;0,4;0,5;0,80681825;0,807174888
4;5;0,5;0,8;0,9;0,81136375;0,807174888
4;5;0,6;0,5;0,6;0,80896925;0,807174888
4;5;0,6;0,6;0,4;0,793263;0,807174888
4;5;0,6;0,9;0,4;0,82244325;0,807174888
4;5;0,7;0,4;0,4;0,793222375;0,807174888
4;5;0,7;0,4;0,6;0,78883925;0,807174888
4;5;0,7;0,9;0,4;0,809009625;0,807174888
4;5;0,7;0,9;0,5;0,795495125;0,807174888
4;5;0,8;0,5;0,7;0,773133;0,807174888
4;5;0,8;0,6;0,5;0,793222375;0,807174888
4;5;0,8;0,8;0,9;0,806899375;0,807174888
4;5;0,8;0,9;0,8;0,815828;0,807174888
4;5;0,8;0,9;0,9;0,813555375;0,807174888
4;5;0,9;0,4;0,5;0,775365;0,807174888
4;5;0,9;0,8;0,8;0,822443125;0,807174888
4;6;0,2;0,8;0,4;0,8045455;0,807174888
4;6;0,2;0,8;0,7;0,800040625;0,807174888
4;6;0,3;0,4;0,9;0,806858875;0,807174888
4;6;0,3;0,9;0,7;0,818019625;0,807174888
4;6;0,4;0,9;0,6;0,815787375;0,807174888
4;6;0,5;0,4;0,4;0,813474;0,807174888
4;6;0,5;0,6;0,9;0,802313125;0,807174888
4;6;0,5;0,8;0,6;0,813474125;0,807174888
4;6;0,5;0,8;0,8;0,8134335;0,807174888
4;6;0,6;0,5;0,6;0,809131625;0,807174888
4;6;0,7;0,5;0,9;0,804586;0,807174888
4;6;0,7;0,8;0,9;0,827029125;0,807174888
4;6;0,8;0,5;0,8;0,773173625;0,807174888
4;6;0,8;0,5;0,9;0,786647875;0,807174888
4;6;0,8;0,6;0,6;0,8045455;0,807174888
4;6;0,9;0,5;0,8;0,78429375;0,807174888
4;6;0,9;0,5;0,9;0,78664775;0,807174888
4;6;0,9;0,8;0,8;0,831453;0,807174888
4;6;0,9;0,8;0,9;0,82698875;0,807174888
4;6;0,9;0,9;0,6;0,8090095;0,807174888
4;7;0,3;0,4;0,6;0,815787375;0,807174888
4;7;0,4;0,8;0,7;0,8089285;0,807174888
4;7;0,5;0,9;0,6;0,795454625;0,807174888
4;7;0,5;0,9;0,7;0,81570625;0,807174888
4;7;0,6;0,6;0,5;0,820292125;0,807174888
4;7;0,7;0,5;0,7;0,791030875;0,807174888
4;7;0,7;0,6;0,5;0,793344125;0,807174888
4;7;0,8;0,8;0,8;0,813474125;0,807174888
4;7;0,8;0,9;0,4;0,8113635;0,807174888
4;8;0,1;0,8;0,6;0,811242;0,807174888
4;8;0,3;0,4;0,6;0,81355525;0,807174888
4;8;0,3;0,9;0,4;0,813514375;0,807174888
4;8;0,3;0,9;0,5;0,81363625;0,807174888
4;8;0,5;0,8;0,9;0,8247565;0,807174888
4;8;0,5;0,9;0,9;0,831412375;0,807174888
4;8;0,6;0,8;0,9;0,806818;0,807174888
4;8;0,6;0,9;0,7;0,815746875;0,807174888
4;8;0,7;0,5;0,4;0,791030875;0,807174888
4;8;0,7;0,5;0,8;0,811241875;0,807174888
4;8;0,7;0,5;0,9;0,802313375;0,807174888
4;8;0,8;0,5;0,4;0,80892875;0,807174888
4;8;0,8;0,6;0,4;0,802394375;0,807174888
4;8;0,8;0,6;0,6;0,779991875;0,807174888
4;8;0,8;0,6;0,8;0,79557625;0,807174888
4;8;0,8;0,8;0,7;0,78425325;0,807174888
4;8;0,8;0,9;0,4;0,80905025;0,807174888
4;9;0,1;0,8;0,6;0,811242;0,807174888
4;9;0,2;0,9;0,4;0,80685875;0,807174888
4;9;0,2;0,9;0,5;0,81814125;0,807174888
4;9;0,2;0,9;0,6;0,81814125;0,807174888
4;9;0,3;0,4;0,6;0,811323125;0,807174888
4;9;0,3;0,5;0,4;0,815746875;0,807174888
4;9;0,4;0,8;0,4;0,811079625;0,807174888
4;9;0,4;0,9;0,5;0,822646;0,807174888
4;9;0,5;0,8;0,5;0,815665625;0,807174888
4;9;0,5;0,8;0,9;0,829220875;0,807174888
4;9;0,6;0,8;0,9;0,80446425;0,807174888
4;9;0,7;0,5;0,8;0,806655875;0,807174888
4;9;0,7;0,5;0,9;0,800040625;0,807174888
4;9;0,7;0,6;0,4;0,793344125;0,807174888
4;9;0,7;0,8;0,8;0,82909925;0,807174888
4;9;0,8;0,6;0,4;0,779707625;0,807174888
4;9;0,8;0,9;0,5;0,804545625;0,807174888
4;9;0,8;0,9;0,8;0,80884725;0,807174888
4;9;0,9;0,9;0,9;0,822402625;0,807174888
4;10;0,1;0,8;0,6;0,811242;0,807174888
4;10;0,2;0,9;0,5;0,81814125;0,807174888
4;10;0,2;0,9;0,6;0,81814125;0,807174888
4;10;0,3;0,4;0,6;0,811323125;0,807174888
4;10;0,3;0,5;0,4;0,815746875;0,807174888
4;10;0,3;0,9;0,7;0,811322875;0,807174888
4;10;0,3;0,9;0,8;0,811241875;0,807174888
4;10;0,4;0,8;0,4;0,79991875;0,807174888
4;10;0,4;0,9;0,4;0,81359575;0,807174888
4;10;0,4;0,9;0,5;0,815868375;0,807174888
4;10;0,5;0,8;0,4;0,811160625;0,807174888
4;10;0,5;0,8;0,5;0,81116075;0,807174888
4;10;0,5;0,8;0,9;0,826948125;0,807174888
4;10;0,6;0,6;0,7;0,818060125;0,807174888
4;10;0,6;0,8;0,9;0,799999875;0,807174888
4;10;0,7;0,5;0,8;0,80446425;0,807174888
4;10;0,7;0,5;0,9;0,800040625;0,807174888
4;10;0,7;0,6;0,5;0,78883925;0,807174888
4;10;0,7;0,8;0,8;0,82459425;0,807174888
4;10;0,8;0,6;0,4;0,773051875;0,807174888
4;10;0,8;0,8;0,7;0,779789;0,807174888
4;10;0,9;0,8;0,7;0,806818125;0,807174888
4;11;0,1;0,8;0,6;0,811242;0,807174888
4;11;0,2;0,9;0,5;0,81814125;0,807174888
4;11;0,2;0,9;0,6;0,81814125;0,807174888
4;11;0,3;0,4;0,6;0,811323125;0,807174888
4;11;0,3;0,5;0,4;0,815746875;0,807174888
4;11;0,3;0,9;0,7;0,811322875;0,807174888
4;11;0,3;0,9;0,8;0,811241875;0,807174888
4;11;0,4;0,8;0,4;0,80661525;0,807174888
4;11;0,4;0,9;0,4;0,81359575;0,807174888
4;11;0,4;0,9;0,5;0,815868375;0,807174888
4;11;0,5;0,8;0,4;0,804383125;0,807174888
4;11;0,5;0,8;0,5;0,808888125;0,807174888
4;11;0,5;0,8;0,9;0,824716;0,807174888
4;11;0,6;0,6;0,7;0,820292375;0,807174888
4;11;0,6;0,8;0,9;0,80446425;0,807174888
4;11;0,7;0,5;0,8;0,80446425;0,807174888
4;11;0,7;0,5;0,9;0,800040625;0,807174888
4;11;0,7;0,8;0,8;0,82459425;0,807174888
4;11;0,9;0,8;0,7;0,8091315;0,807174888
4;11;0,9;0,8;0,9;0,797849;0,807174888
4;11;0,9;0,9;0,4;0,818141125;0,807174888
4;12;0,1;0,8;0,6;0,811242;0,807174888
4;12;0,2;0,9;0,5;0,81814125;0,807174888
4;12;0,2;0,9;0,6;0,81814125;0,807174888
4;12;0,3;0,4;0,6;0,811323125;0,807174888
4;12;0,3;0,5;0,4;0,815746875;0,807174888
4;12;0,3;0,9;0,7;0,811322875;0,807174888
4;12;0,3;0,9;0,8;0,811241875;0,807174888
4;12;0,4;0,8;0,4;0,80661525;0,807174888
4;12;0,4;0,9;0,4;0,81359575;0,807174888
4;12;0,4;0,9;0,5;0,815868375;0,807174888
4;12;0,5;0,8;0,4;0,79768675;0,807174888
4;12;0,5;0,8;0,5;0,813392875;0,807174888
4;12;0,5;0,8;0,9;0,824716;0,807174888
4;12;0,6;0,6;0,7;0,820292375;0,807174888
4;12;0,6;0,8;0,9;0,806737;0,807174888
4;12;0,7;0,5;0,8;0,80446425;0,807174888
4;12;0,7;0,5;0,9;0,800040625;0,807174888
4;12;0,7;0,8;0,8;0,82459425;0,807174888
4;12;0,9;0,8;0,7;0,8091315;0,807174888
4;12;0,9;0,8;0,9;0,802313375;0,807174888
4;12;0,9;0,9;0,4;0,818141125;0,807174888
4;13;0,1;0,8;0,6;0,811242;0,807174888
4;13;0,2;0,9;0,5;0,81814125;0,807174888
4;13;0,2;0,9;0,6;0,81814125;0,807174888
4;13;0,3;0,4;0,6;0,811323125;0,807174888
4;13;0,3;0,5;0,4;0,815746875;0,807174888
4;13;0,3;0,9;0,7;0,811322875;0,807174888
4;13;0,3;0,9;0,8;0,811241875;0,807174888
4;13;0,4;0,8;0,4;0,80661525;0,807174888
4;13;0,4;0,9;0,4;0,81359575;0,807174888
4;13;0,4;0,9;0,5;0,815868375;0,807174888
4;13;0,5;0,8;0,4;0,79768675;0,807174888
4;13;0,5;0,8;0,5;0,813392875;0,807174888
4;13;0,5;0,8;0,9;0,824716;0,807174888
4;13;0,6;0,6;0,7;0,820292375;0,807174888
4;13;0,6;0,8;0,9;0,806737;0,807174888
4;13;0,7;0,5;0,8;0,80446425;0,807174888
4;13;0,7;0,5;0,9;0,800040625;0,807174888
4;13;0,7;0,8;0,8;0,82459425;0,807174888
4;13;0,9;0,8;0,7;0,8091315;0,807174888
4;13;0,9;0,8;0,9;0,797849;0,807174888
4;13;0,9;0,9;0,4;0,818141125;0,807174888
4;4;0,1;0,9;0,4;0,806777625;0,804932735
4;4;0,2;0,4;0,6;0,811363625;0,804932735
4;4;0,2;0,4;0,7;0,811363625;0,804932735
4;4;0,2;0,4;0,8;0,820292125;0,804932735
4;4;0,4;0,4;0,5;0,806777625;0,804932735
4;4;0,4;0,5;0,4;0,817979;0,804932735
4;4;0,4;0,5;0,7;0,811241875;0,804932735
4;4;0,5;0,5;0,5;0,802150875;0,804932735
4;4;0,5;0,5;0,6;0,79314125;0,804932735
4;4;0,5;0,7;0,7;0,813514625;0,804932735
4;4;0,5;0,7;0,8;0,815787375;0,804932735
4;4;0,5;0,7;0,9;0,82029225;0,804932735
4;4;0,6;0,5;0,4;0,795454375;0,804932735
4;4;0,6;0,5;0,8;0,813433375;0,804932735
4;4;0,6;0,5;0,9;0,804504875;0,804932735
4;4;0,6;0,6;0,6;0,8135145;0,804932735
4;4;0,6;0,8;0,4;0,806777625;0,804932735
4;4;0,7;0,5;0,5;0,79318175;0,804932735
4;4;0,7;0,5;0,6;0,808847375;0,804932735
4;4;0,7;0,5;0,8;0,811201375;0,804932735
4;4;0,7;0,6;0,5;0,80470775;0,804932735
4;4;0,7;0,6;0,6;0,804667125;0,804932735
4;4;0,8;0,4;0,7;0,791112125;0,804932735
4;4;0,8;0,6;0,4;0,797686625;0,804932735
4;4;0,8;0,8;0,5;0,7954545;0,804932735
4;4;0,9;0,5;0,6;0,786526;0,804932735
4;4;0,9;0,5;0,7;0,791031;0,804932735
4;4;0,9;0,6;0,5;0,81351475;0,804932735
4;4;0,9;0,8;0,7;0,822402625;0,804932735
4;4;0,9;0,8;0,8;0,815665625;0,804932735
4;4;0,9;0,8;0,9;0,81793825;0,804932735
4;5;0,3;0,4;0,9;0,80681825;0,804932735
4;5;0,3;0,8;0,4;0,8066965;0,804932735
4;5;0,3;0,8;0,5;0,804464375;0,804932735
4;5;0,4;0,8;0,5;0,808928625;0,804932735
4;5;0,5;0,5;0,5;0,81355525;0,804932735
4;5;0,5;0,5;0,7;0,81140425;0,804932735
4;5;0,5;0,5;0,8;0,800040625;0,804932735
4;5;0,5;0,5;0,9;0,8202515;0,804932735
4;5;0,5;0,8;0,6;0,820211;0,804932735
4;5;0,5;0,8;0,7;0,822443125;0,804932735
4;5;0,6;0,5;0,8;0,788677125;0,804932735
4;5;0,6;0,5;0,9;0,797727125;0,804932735
4;5;0,6;0,6;0,5;0,7887985;0,804932735
4;5;0,6;0,6;0,8;0,8023945;0,804932735
4;5;0,6;0,8;0,9;0,806818;0,804932735
4;5;0,7;0,4;0,7;0,78660725;0,804932735
4;5;0,7;0,6;0,6;0,78887975;0,804932735
4;5;0,8;0,7;0,4;0,815665625;0,804932735
4;5;0,8;0,8;0,4;0,793384625;0,804932735
4;5;0,8;0,9;0,6;0,80211025;0,804932735
4;5;0,9;0,8;0,6;0,82487825;0,804932735
4;5;0,9;0,8;0,7;0,822524375;0,804932735
4;5;0,9;0,9;0,9;0,824716;0,804932735
4;6;0,2;0,5;0,9;0,820211125;0,804932735
4;6;0,2;0,8;0,5;0,802313375;0,804932735
4;6;0,2;0,8;0,6;0,7978085;0,804932735
4;6;0,2;0,8;0,9;0,80231325;0,804932735
4;6;0,3;0,4;0,4;0,815747;0,804932735
4;6;0,3;0,5;0,5;0,811242;0,804932735
4;6;0,3;0,5;0,6;0,806737;0,804932735
4;6;0,3;0,9;0,4;0,827069875;0,804932735
4;6;0,3;0,9;0,5;0,815828;0,804932735
4;6;0,4;0,4;0,5;0,808969125;0,804932735
4;6;0,4;0,8;0,7;0,80896925;0,804932735
4;6;0,5;0,8;0,4;0,820170625;0,804932735
4;6;0,5;0,8;0,5;0,817979;0,804932735
4;6;0,5;0,8;0,7;0,811241875;0,804932735
4;6;0,5;0,9;0,9;0,831534125;0,804932735
4;6;0,6;0,8;0,9;0,806737125;0,804932735
4;6;0,7;0,5;0,4;0,804464375;0,804932735
4;6;0,7;0,5;0,7;0,791112125;0,804932735
4;6;0,7;0,5;0,8;0,79334425;0,804932735
4;6;0,7;0,8;0,4;0,82459425;0,804932735
4;6;0,8;0,6;0,7;0,791193;0,804932735
4;6;0,8;0,6;0,8;0,811241875;0,804932735
4;6;0,8;0,9;0,6;0,80227275;0,804932735
4;6;0,9;0,9;0,5;0,790949625;0,804932735
4;6;0,9;0,9;0,9;0,811282375;0,804932735
4;7;0,2;0,5;0,4;0,81566575;0,804932735
4;7;0,2;0,8;0,4;0,8045455;0,804932735
4;7;0,2;0,8;0,5;0,8045455;0,804932735
4;7;0,2;0,8;0,6;0,806777625;0,804932735
4;7;0,2;0,8;0,7;0,811242;0,804932735
4;7;0,2;0,8;0,8;0,8045455;0,804932735
4;7;0,3;0,4;0,4;0,80901;0,804932735
4;7;0,3;0,4;0,9;0,806858875;0,804932735
4;7;0,3;0,8;0,8;0,8269885;0,804932735
4;7;0,3;0,9;0,6;0,8091315;0,804932735
4;7;0,3;0,9;0,8;0,80900975;0,804932735
4;7;0,5;0,8;0,6;0,808888;0,804932735
4;7;0,5;0,8;0,8;0,81116075;0,804932735
4;7;0,5;0,9;0,8;0,824715875;0,804932735
4;7;0,6;0,5;0,5;0,795576375;0,804932735
4;7;0,6;0,6;0,4;0,81806;0,804932735
4;7;0,6;0,6;0,6;0,809050375;0,804932735
4;7;0,7;0,4;0,4;0,80004075;0,804932735
4;7;0,7;0,4;0,6;0,81140425;0,804932735
4;7;0,7;0,4;0,7;0,788839375;0,804932735
4;7;0,7;0,8;0,9;0,80446425;0,804932735
4;7;0,8;0,4;0,7;0,779667125;0,804932735
4;7;0,8;0,5;0,4;0,81331175;0,804932735
4;7;0,8;0,5;0,9;0,78660725;0,804932735
4;7;0,8;0,8;0,4;0,800081125;0,804932735
4;7;0,9;0,5;0,8;0,793344125;0,804932735
4;7;0,9;0,9;0,5;0,788676875;0,804932735
4;8;0,3;0,4;0,4;0,815706375;0,804932735
4;8;0,3;0,4;0,9;0,806858875;0,804932735
4;8;0,4;0,4;0,4;0,815828;0,804932735
4;8;0,4;0,8;0,7;0,804464125;0,804932735
4;8;0,5;0,6;0,7;0,8000405;0,804932735
4;8;0,5;0,9;0,5;0,809050125;0,804932735
4;8;0,6;0,5;0,5;0,809131625;0,804932735
4;8;0,6;0,6;0,6;0,8158685;0,804932735
4;8;0,6;0,8;0,5;0,8134335;0,804932735
4;8;0,6;0,8;0,8;0,800040375;0,804932735
4;8;0,7;0,4;0,4;0,80000025;0,804932735
4;8;0,7;0,4;0,6;0,8023945;0,804932735
4;8;0,7;0,4;0,7;0,7910715;0,804932735
4;8;0,7;0,5;0,6;0,779951375;0,804932735
4;8;0,7;0,5;0,7;0,7999595;0,804932735
4;8;0,7;0,6;0,5;0,791112;0,804932735
4;8;0,7;0,8;0,6;0,81351475;0,804932735
4;8;0,7;0,9;0,6;0,809171875;0,804932735
4;8;0,8;0,4;0,7;0,779667125;0,804932735
4;8;0,8;0,6;0,7;0,793303375;0,804932735
4;8;0,8;0,8;0,4;0,806615125;0,804932735
4;8;0,8;0,9;0,9;0,81781675;0,804932735
4;8;0,9;0,5;0,8;0,793344125;0,804932735
4;8;0,9;0,8;0,8;0,80900975;0,804932735
4;9;0,3;0,4;0,4;0,815706375;0,804932735
4;9;0,3;0,4;0,9;0,806858875;0,804932735
4;9;0,3;0,5;0,5;0,81351475;0,804932735
4;9;0,3;0,9;0,4;0,813555;0,804932735
4;9;0,3;0,9;0,5;0,80693975;0,804932735
4;9;0,4;0,8;0,7;0,80669625;0,804932735
4;9;0,4;0,9;0,8;0,824756375;0,804932735
4;9;0,5;0,6;0,7;0,804586;0,804932735
4;9;0,5;0,9;0,4;0,818019375;0,804932735
4;9;0,5;0,9;0,5;0,809090625;0,804932735
4;9;0,5;0,9;0,6;0,8135955;0,804932735
4;9;0,6;0,5;0,5;0,809091;0,804932735
4;9;0,6;0,6;0,6;0,81136375;0,804932735
4;9;0,6;0,8;0,8;0,802232125;0,804932735
4;9;0,6;0,9;0,7;0,811242;0,804932735
4;9;0,7;0,4;0,4;0,802232375;0,804932735
4;9;0,7;0,4;0,6;0,802394625;0,804932735
4;9;0,7;0,4;0,7;0,782143;0,804932735
4;9;0,7;0,5;0,6;0,79123375;0,804932735
4;9;0,7;0,5;0,7;0,7978085;0,804932735
4;9;0,7;0,9;0,4;0,82479725;0,804932735
4;9;0,7;0,9;0,7;0,827069625;0,804932735
4;9;0,8;0,4;0,7;0,78189925;0,804932735
4;9;0,8;0,6;0,7;0,79999975;0,804932735
4;9;0,8;0,6;0,9;0,795576125;0,804932735
4;9;0,9;0,5;0,8;0,78664775;0,804932735
4;9;0,9;0,6;0,4;0,786647625;0,804932735
4;10;0,2;0,9;0,4;0,804626625;0,804932735
4;10;0,3;0,4;0,4;0,815706375;0,804932735
4;10;0,3;0,4;0,9;0,806858875;0,804932735
4;10;0,3;0,5;0,5;0,81351475;0,804932735
4;10;0,3;0,9;0,4;0,813514375;0,804932735
4;10;0,3;0,9;0,5;0,806899125;0,804932735
4;10;0,4;0,8;0,7;0,80669625;0,804932735
4;10;0,5;0,6;0,7;0,80231325;0,804932735
4;10;0,5;0,9;0,7;0,820251625;0,804932735
4;10;0,5;0,9;0,8;0,813392875;0,804932735
4;10;0,6;0,5;0,5;0,8157875;0,804932735
4;10;0,6;0,8;0,4;0,822402625;0,804932735
4;10;0,6;0,8;0,8;0,808969125;0,804932735
4;10;0,6;0,9;0,8;0,815787375;0,804932735
4;10;0,7;0,4;0,4;0,802232375;0,804932735
4;10;0,7;0,4;0,6;0,800162375;0,804932735
4;10;0,7;0,4;0,7;0,782143;0,804932735
4;10;0,7;0,5;0,6;0,793465875;0,804932735
4;10;0,7;0,5;0,7;0,7978085;0,804932735
4;10;0,7;0,9;0,8;0,820373375;0,804932735
4;10;0,8;0,4;0,7;0,779667125;0,804932735
4;10;0,8;0,6;0,7;0,797767625;0,804932735
4;10;0,8;0,8;0,5;0,80434275;0,804932735
4;10;0,8;0,8;0,9;0,813433375;0,804932735
4;10;0,8;0,9;0,6;0,802313125;0,804932735
4;10;0,9;0,5;0,8;0,79557625;0,804932735
4;10;0,9;0,6;0,4;0,788920375;0,804932735
4;10;0,9;0,9;0,6;0,809050375;0,804932735
4;10;0,9;0,9;0,7;0,831371875;0,804932735
4;10;0,9;0,9;0,8;0,813433375;0,804932735
4;11;0,2;0,9;0,4;0,804626625;0,804932735
4;11;0,3;0,4;0,4;0,815706375;0,804932735
4;11;0,3;0,4;0,9;0,806858875;0,804932735
4;11;0,3;0,5;0,5;0,81351475;0,804932735
4;11;0,3;0,9;0,4;0,813514375;0,804932735
4;11;0,3;0,9;0,5;0,806899125;0,804932735
4;11;0,4;0,8;0,7;0,804464125;0,804932735
4;11;0,5;0,6;0,7;0,8045455;0,804932735
4;11;0,6;0,5;0,5;0,806858875;0,804932735
4;11;0,6;0,8;0,4;0,815706;0,804932735
4;11;0,6;0,8;0,8;0,806696375;0,804932735
4;11;0,6;0,9;0,8;0,815787375;0,804932735
4;11;0,7;0,4;0,4;0,802232375;0,804932735
4;11;0,7;0,4;0,6;0,800162375;0,804932735
4;11;0,7;0,4;0,7;0,782143;0,804932735
4;11;0,7;0,5;0,6;0,793465875;0,804932735
4;11;0,7;0,5;0,7;0,7978085;0,804932735
4;11;0,7;0,8;0,4;0,80227275;0,804932735
4;11;0,7;0,9;0,8;0,815909125;0,804932735
4;11;0,8;0,4;0,7;0,7841315;0,804932735
4;11;0,8;0,6;0,4;0,77974825;0,804932735
4;11;0,8;0,6;0,7;0,797767625;0,804932735
4;11;0,8;0,8;0,7;0,7641235;0,804932735
4;11;0,8;0,9;0,6;0,80231325;0,804932735
4;11;0,8;0,9;0,8;0,813474;0,804932735
4;11;0,9;0,5;0,8;0,791112;0,804932735
4;11;0,9;0,9;0,7;0,826867;0,804932735
4;11;0,9;0,9;0,9;0,8201705;0,804932735
4;12;0,2;0,9;0,4;0,804626625;0,804932735
4;12;0,3;0,4;0,4;0,815706375;0,804932735
4;12;0,3;0,4;0,9;0,806858875;0,804932735
4;12;0,3;0,5;0,5;0,81351475;0,804932735
4;12;0,3;0,9;0,4;0,813514375;0,804932735
4;12;0,3;0,9;0,5;0,806899125;0,804932735
4;12;0,4;0,8;0,7;0,804464125;0,804932735
4;12;0,5;0,6;0,7;0,8045455;0,804932735
4;12;0,5;0,9;0,8;0,813392875;0,804932735
4;12;0,6;0,5;0,5;0,806858875;0,804932735
4;12;0,6;0,8;0,4;0,817938125;0,804932735
4;12;0,6;0,8;0,8;0,808969125;0,804932735
4;12;0,6;0,9;0,8;0,815787375;0,804932735
4;12;0,7;0,4;0,4;0,802232375;0,804932735
4;12;0,7;0,4;0,6;0,800162375;0,804932735
4;12;0,7;0,4;0,7;0,782143;0,804932735
4;12;0,7;0,5;0,6;0,793465875;0,804932735
4;12;0,7;0,5;0,7;0,7978085;0,804932735
4;12;0,7;0,8;0,4;0,7978085;0,804932735
4;12;0,7;0,9;0,8;0,815909125;0,804932735
4;12;0,8;0,4;0,7;0,7841315;0,804932735
4;12;0,8;0,6;0,4;0,781980375;0,804932735
4;12;0,8;0,6;0,7;0,797767625;0,804932735
4;12;0,8;0,8;0,9;0,813392875;0,804932735
4;12;0,8;0,9;0,6;0,80235375;0,804932735
4;12;0,8;0,9;0,8;0,813474;0,804932735
4;12;0,9;0,5;0,8;0,791112;0,804932735
4;12;0,9;0,9;0,7;0,83368525;0,804932735
4;12;0,9;0,9;0,9;0,8201705;0,804932735
4;13;0,2;0,9;0,4;0,804626625;0,804932735
4;13;0,3;0,4;0,4;0,815706375;0,804932735
4;13;0,3;0,4;0,9;0,806858875;0,804932735
4;13;0,3;0,5;0,5;0,81351475;0,804932735
4;13;0,3;0,9;0,4;0,813514375;0,804932735
4;13;0,3;0,9;0,5;0,806899125;0,804932735
